122,miami hip hop_2,vocal house_1,deep dance pop_1,doo-wop_1,rock-and-roll_3,urbano latino_1,swedish pop_2,reggaeton_2,tin pan alley_1,easy listening_1,sophisti-pop_1,pop rap_1,new wave pop_1,musical advocacy_1,swedish electropop_1,new romantic_1,rawstyle_8,rap metal_1,funky tech house_1,rap rock_1,soft rock_2,lounge_1,tribal house_1,urban contemporary_1,swedish idol pop_2,nu metal_1,jumpstyle_1,classic hardstyle_12,belgian edm_1,alternative metal_1,singer-songwriter pop_1,puerto rican pop_1,adult standards_1,latin hip hop_1,pop_15,rock_1,euphoric hardstyle_9,new wave_1,disco house_1,trap latino_1,classic girl group_3,uk pop_1,brill building pop_2,komedi_20,swedish alternative rock_1,motown_2,dance pop_5,eurodance_1,hands up_1
111,stoner metal_1,neo soul_2,big beat_2,indie soul_1,psychedelic rock_3,latin alternative_1,permanent wave_4,post-grunge_1,indietronica_1,soul blues_1,classic rock_8,mellow gold_1,electronica_2,acoustic punk_1,australian psych_2,yacht rock_1,vocal jazz_1,jam band_1,southern rock_1,southern soul_1,quiet storm_1,socal pop punk_1,pop punk_1,soft rock_1,northern soul_1,noise pop_1,rap_1,vintage french electronic_1,movie tunes_7,rap chileno_1,classic soundtrack_1,palm desert scene_1,skate punk_1,proto-metal_2,protopunk_2,chamber pop_1,shoegaze_1,urban contemporary_1,hip pop_1,screamo_1,neo mellow_1,british invasion_2,classic nz pop_2,punk_1,hard rock_5,alternative metal_2,modern rock_3,pop rock_1,neo-psychedelic_2,stoner rock_1,post-hardcore_1,soul_2,emo_1,alternative hip hop_2,french soundtrack_1,east coast hip hop_1,memphis soul_1,nz singer-songwriter_2,rock_15,hip hop_3,latintronica_1,queens hip hop_1,spacegrunge_1,britpop_2,chilean rock_1,album rock_8,grunge_2,golden age hip hop_1,old school hip hop_1,acid rock_2,motown_1,glam rock_1,dance pop_1,rap politico_1,r&b_1,madchester_1,alternative rock_6,uk contemporary r&b_1,dunedin sound_2,rap latina_1,rap feminino chileno_1,tribute_1,classic soul_2
123,gangster rap_1,japanese chillhop_1,j-pop_9,j-reggae_1,classic j-pop_10,pop rap_3,brooklyn drill_5,st louis drill_1,nyc rap_4,asian american hip hop_1,downtempo_1,st louis rap_1,new york drill_3,ohio hip hop_1,trap_6,japanese drill_2,rap_10,dirty south rap_1,japanese old school hip hop_1,cali rap_2,pluggnb_1,rage rap_2,tape club_1,detroit trap_1,dark trap_1,cloud rap_1,slap house_1,japanese underground rap_1,atl trap_2,kentucky hip hop_1,plugg_2,memphis hip hop_1,japanese r&b_2,chillhop_1,japanese electropop_1,japanese trap_1,tennessee hip hop_1,pop_1,japanese garage rock_1,canadian country_1,atl hip hop_5,j-rap_7,ambeat_1,jazz rap_1,japanese punk rock_1,hip hop_3,instrumental hip hop_1,underground hip hop_1,japanese alternative rock_1,brisbane hip hop_1,japanese chill rap_2,classic anime_1,drill_1,southern hip hop_2,chicago rap_1,aussie drill_1,j-rock_2,melodic rap_3
nigger
ayimkorean,conscious hip hop_6,canadian contemporary r&b_4,gangster rap_1,detroit hip hop_2,k-rap_4,soul_1,disco_1,pov: indie_5,west coast rap_1,portland hip hop_1,pop rap_7,korean r&b_7,reggae fusion_1,modern alternative pop_1,pop_8,lo-fi rap_16,korean singer-songwriter_1,atl hip hop_6,g funk_1,baton rouge rap_2,barbadian pop_1,k-pop_7,hip hop_28,jazz funk_1,bedroom pop_1,trap soul_3,trap_9,canadian hip hop_2,queens hip hop_1,underground hip hop_2,hardcore hip hop_1,rap_32,north carolina hip hop_5,urban contemporary_1,canadian pop_4,korean pop_3,colombian pop_1,vapor pop_1,r&b_4,southern hip hop_7,chicago rap_2,sudanese hip hop_1,slap house_2,funk_1,sudanese pop_1,melodic rap_1
